"","MLocID","StationDes","datetime","temp","grade_temp","ph","grade_ph","cond","grade_cond","do","grade_do","do_sat","grade_do_sat","data_source","Lat_DD","Long_DD","LLID","RiverMile","Spawn_dates","SpawnStart","SpawnEnd","crit_Instant","in_spawn","DO_lim","DO_status","Site"
"42","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-06-12 17:30:16,18.81,"A+",NA,NA,0.322,"A+",17.89,"B",192.3,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"43","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-06-12 17:45:16,18.87,"A+",NA,NA,0.321,"A+",16.95,"B",182.3,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"44","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-06-12 18:00:32,18.77,"A+",NA,NA,0.321,"A+",14.07,"B",151.1,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"45","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-06-12 19:30:16,19.44,"A+",NA,NA,0.352,"A+",15.72,"B",171.2,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"46","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-06-12 19:45:16,19.48,"A+",NA,NA,0.359,"A+",16.38,"B",178.4,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"47","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-06-12 20:00:32,18.93,"A+",NA,NA,0.413,"A+",18.28,"B",197,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"48","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-06-12 20:15:16,18.11,"A+",NA,NA,0.405,"A+",17.26,"B",183,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"49","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-06-12 20:30:16,17.62,"A+",NA,NA,0.398,"A+",16.56,"B",173.7,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"50","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-06-12 20:45:16,17.19,"A+",NA,NA,0.385,"A+",15.58,"B",162,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"51","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-06-12 21:00:32,16.79,"A+",NA,NA,0.371,"A+",14.14,"B",145.9,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"52","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-06-12 21:15:16,16.45,"A+",NA,NA,0.347,"A+",14.45,"B",147.9,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"53","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-06-12 21:45:16,15.62,"A+",NA,NA,0.298,"A+",14.36,"B",144.5,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"54","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-06-12 22:00:32,15.63,"A+",NA,NA,0.283,"A+",14.04,"B",141.2,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"55","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-06-12 22:30:16,16.21,"A+",NA,NA,0.326,"A+",14.15,"B",144.1,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"56","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-06-12 22:45:16,16.55,"A+",NA,NA,0.354,"A+",14.58,"B",149.6,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"57","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-06-12 23:00:32,16.76,"A+",NA,NA,0.366,"A+",14.48,"B",149.2,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"58","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-06-12 23:15:16,16.95,"A+",NA,NA,0.375,"A+",14.99,"B",155,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"59","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-06-12 23:30:16,17.2,"A+",NA,NA,0.383,"A+",14.82,"B",154.1,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"60","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-06-12 23:45:16,17.35,"A+",NA,NA,0.386,"A+",14.65,"B",152.9,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"61","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-06-13 00:00:32,17.43,"A+",NA,NA,0.39,"A+",14.24,"B",148.8,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"62","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-06-13 00:15:16,17.59,"A+",NA,NA,0.389,"A+",14,"B",146.8,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"63","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-06-13 00:45:16,17.73,"A+",NA,NA,0.385,"A+",13.77,"B",144.8,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"64","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-06-13 01:00:32,17.79,"A+",NA,NA,0.378,"A+",14.17,"B",149.2,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"65","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-06-13 01:45:16,17.46,"A+",NA,NA,0.374,"A+",14.35,"B",150,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"66","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-08-12 16:15:16,21.9,"A+",NA,NA,1.519,"A+",12.35,"B",141.6,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"67","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-08-12 16:30:31,21.95,"A+",NA,NA,1.533,"A+",12.58,"B",144.4,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"68","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-08-12 16:45:16,21.99,"A+",NA,NA,1.551,"A+",12.85,"B",147.6,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"69","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-08-12 17:00:16,22.08,"A+",NA,NA,1.563,"A+",12.97,"B",149.2,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"70","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-08-12 17:15:16,21.94,"A+",NA,NA,1.57,"A+",12.95,"B",148.6,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"71","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-08-12 17:30:31,21.99,"A+",NA,NA,1.583,"A+",12.99,"B",149.2,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"72","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-08-12 17:45:16,21.82,"A+",NA,NA,1.588,"A+",12.78,"B",146.4,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"73","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-08-12 18:00:16,21.9,"A+",NA,NA,1.596,"A+",13.36,"B",153.2,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"74","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-08-12 18:15:16,22.03,"A+",NA,NA,1.594,"A+",13.6,"B",156.4,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
"75","34440-ORDEQ","Hall Slough at Goodspeed Road (Tillamook, OR)",2008-08-12 18:30:31,21.94,"A+",NA,NA,1.576,"A+",13.26,"B",152.2,NA,"Excel",45.47066562,-123.8622558,1238740454800,1.19143699,"X (No Spawning)",NA,NA,6.5,0,6.5,"1","34440-ORDEQ Hall Slough at Goodspeed Road (Tillamook, OR)"
